vað	síbrúgv,fiskatorva
vrá	síavkrókur,vinkul
vreiði	Samheiti:argilsi,argleiki,beistasinni,berserksgangur,bløði,brádlyndi,bráðlyndi,bráðsinni,brennivínsøði,bræði,eni,fár,grimd,grimdarhugur,grugg,harðskapur,hernaður,hugagrimd,illføri,illsinnagleps,illsinnaríð,illsinni,illsinnishirs,illsinnisrið,illskapur,ilska,móður,ovurhugi,ovursinni,ódn,óndskapur,ráleiki,ráskapur,reiði,ribbingssinni,sinni,sinnismunur,snarsinni,snurr,villskapur,yvirhugi,yvirsinni,yvri,øði,øsing(mishýrur)gron,havgron,mishýrur,mislag,morgungron,skúlvur,skúrs,skúrsur,stjølur,trantureinki lag;ring skúrs;ringt lag;ringur hýrur, skúlvur, skúrsur, trantur;□nú er ringa lagið (á honum)↔harðhjartaður,hata,hatur,hjartaloysi,ilskast,klandursvætti,lúnuskøltur,mannvándur,mótvilji,óflýggjakroppur,ófúsur,sinnalag,skelda,skeldast,snarsintur,svakur,vreiður,ætla ilt,ørskapur,ørvitisligur,ørvitisskapurAndheiti:kærleiki
vreiður	Samheiti:alrasin,argur,avillur,avsintur,flanóður,forargaður,forsyndaður,fratóður,fratørur,fúkandi,glúpskur,grammligur,grammur,grimmur,grimur,gruggutur,grummur,heitur,himmalóður,hjarnaður,huggrammur,illfrýnutur,illur,ilskufúsur,ilskur,ilskusnúgvin,ovsintur,ovurheitur,ovursintur,óður,ógvuligur,óndur,ótálmaður,piparargur,rangsinnaður,reiðimikil,reiður,roysin,rúkandi,rørligur,sansaleysur,sintur,steinóður,svakur,teymaleysur,uppargaður,uppgressaður,uppreiddur,uppreittur,uppøstur,vitleysur,yvirsintur,øðiligur,øðimikil,øðisligur,øðismikil,ørligur,ørur,østurá flogi, gosi;frá sær sjálvum;dansandi, dansiterandi, fúkandi, kolandi, kókandi, rúkandi, spinnandi argur, illur, óður;frá sær sjálvum (av øði);fullur av óndskapi;fullur í illsinni;grammur, grimmur, grimur í huga;havdur uppi í skúmi (t.e.) vorðin illur;ikki blíður, dælur, granargreiður, tekkur o.fl;illur sum ein týskur grísur;í andarisi, fluktini, luftini, øðini;í verstu vending (hvør við annan);nakað, ógvuliga óður;púra villur;sintur frá morgni til myrkurs;so pinterandi;sum ein illur, óður, óndur tarvur, sum ein mannúlvur;sum greðingur, greðungur á gori;uppi á gosi;út av øllum lagi óður;vindandi óður;vitleysur av øði;ývin sum tarvur;○sum gongur kykur í ovursinni;sum grætur, kókar av illsinni, hevur slíðra;□hann hevur bæði horn og kløur;ilskan brýtur í honum;ilt er í honum(hálvillur)bitisligur,bitutur,bítskligur,bítskur,brúnasíður,brúnatungur,bøllutur,físin,grískligur,grískur,gronutur,gruggutur,hamrasíður,harðorðaður,hálvilskur,hálvrísin,hvassmæltur,hvassorðaður,hvassur,illbálkaður,illbólkaður,illbólkutur,illbrýnskaður,illbrýnskutur,illbrýntur,illfrýntur,illfrýnutur,illfúsur,illfýsin,illførur,illhýrdur,illmæltur,illneitin,illneitutur,illoygdur,illrukkutur,illskørutur,illsnakin,illstakin,illvitin,illvíggin,illvíggjutur,illvíkin,ilskin,ilskligur,ilskur,ilskusnúgvin,ilsligur,ilsvíggin,ilsvíggjutur,ilsvíkin,kjøkrutur,knarkutur,knarrutur,knubbutur,kvettin,kvettorðaður,kvettutur,lirpin,lirputur,lúnukendur,lúnutrútin,lúnutur,morgunljótur,múlasíður,múlatrútin,múlutur,orðkvettin,óblíður,ófryntligur,ófrýntligur,ótolandi,óviðeiriligur,óvinarligur,púsin,ríggin,ríggjutur,ríligur,rísin,rottasíður,ruskutur,rørligur,siggutur,síðbrýntur,skølbrýntur,snakin,snerpin,snerputur,snerrutur,snipputur,snipskur,snipsur,snubbisligur,snubbutur,snurtin,stútutur,styggligur,súrgutur,súrligur,súrur,trantaður,trónutur,trótin,trótutur,trumsutur,trútin,trútutur,tvitin,tvørur,undirstúrsin,undirtrútsligurbítskur og bitutur;heldur illur, ilskur;ikki grannhavandi, innihavandi;illa hýrdur;illur í sær;ilskur á at líta;ilskur á málinum;í ringum hýri, lag, loti, skørum;ringur at fáast við;○sum gongur og bylgist, hvessir;sum gongur við, hevur gron, havgron, lúna, múla, torvmold, trýn(i);sum svarar illa aftur;□einki lag er á honum;hann hevur sjey orð ímóti einum;hann hevur torvmold undir halanum;hatta situr sum ein syrpa;nú er ilt í nøsini á honum;nú er mørur, slíðri á honum;nú er ringa lagið;nú er skarlaksskákið á honum;nú eru rottur, trøllkonur á honum;nú hevur hann lippufelli;nøsin vendir skeivt á honum;tað er ikki innilivandi, inniverandi fyri honum;tað liggur illa á honum;tað livst ikki inni fyri honum(hugsærdur)firtin,hálvfirtin,misboðin,sáraður,særdurkeddur av, um, vegna...;○sum kennir seg misbýttan, sviknan o.fl.↔beistast,berjast,brótast,harðhjartaður,hata,hatur,hjartaloysi,illa dámdur,ilskast,kastast,klandursvætti,levind,mannvándur,mótvilji,ófriðarligur,ófúsur,ónøgdur,sinnalag,skelda,skeldast,snarsintur,svakur,vreiði,ætla ilt,ørskapur,ørvitisligur,ørvitisskapurAndheiti:góðsintur,láturmildur
vrevl	símøsn,møsnari
vrevla	símøsna
vriða	síboyggja
vríggja	síboyggja
vríggjan	sírørsla
vunnin	sísigra
vurða	sídáma,tilbiðja
væðing	síútlinja
væl	síhvaðna,líkindi(r),lættliga,meistaraliga,passaliga,ríkiliga,roysnisgerð,sanniliga,snildarbragd,vandaliga
væla	síansni
vælborin	síhábærsligur
vælbúgvin	sítilbúgvin
vældæmdur	sífríðdæmdur
væleydnaður	síúrtøkugóður
vælferð	síeydna,grøði
vælgerandi	síhjálpsamur
vælgerð	síhjálp
vælgerðarmaður	síhampafólk
vælgerin	síhjálpsamur
vælgerningur	síhjálp
vælgjørdur	sívælvirkin
vælgongd	síeydna
vælgongdur	síatkomandi,skjótførur
vælhóskandi	síhóskiligur
vælhugaður	síáhugaður
vælhugi	sívælnøgd
vælhýrdur	síglaður
vælindiskíkur	síbløðra
vælkendur	síhugnaligur
vælkoma	símóttøka
vælkomin	síheilsan,sjáldsamur
vællevnað	síoyðslusemi
vællimaður	sívakur
vælljóð	síljóð
vællærdur	sílærdur
vælmannaður	sífullmannaður
væl mannaður	sífullmannaður
vælmeintur	sígóðsintur
vælmæltur	símæltur
vælnøgd	Samheiti:mettleiki,nøgdsemi,nøgisemi,sæluprísan,vælhugi(nøktan)fulnaður↔nøgdur,nøkta,takk,takka,takksamurAndheiti:mótvilji
vælnøgdur	sínøgdur
vælrøkt	sírøkiskapur,røkt,viðgerð
vælsettur	sílaðin
vælsiðaður	sífólkaligur
vælsigna	sísigna
vælsignað	síógvuliga
vælsignaður	sífrálíkur,úrtøkugóður
vælsignilsi	sídýrgripur,hampafólk,nøgd,signing
vælsinnaður	sígóðsintur
vælskapaður	sívakur
vælskaptur	sívakur
væltoknaður	sídáma,góðsintur
væltoknan	sísemja
vælvaksin	síprúður,vakur
vælvandur	sífólkaligur
vælvera	síeydna,hugni
vælveran	síeydna,hugni
vælvild	síblídni
vælvildarmaður	síhampafólk
vælviljaður	sígóðsintur,hjálpsamur
vælviljandi	sígóðsintur,hjálpsamur
vælvirkin	Samheiti:dugandi,fantaligur,fimsligur,fingrafimur,hagligur,hagur,handafimur,handahagur,handaligur,handfimur,handhagur,handiligur,hegnigur,hegniligur,hegnisligur,hendigur,hendugur,heppin,kringhentur,kunsturligur,kvikhentur,kynstrigur,kynstriligur,kynstrugur,kønur,lagaligur,líkligur,lætthentur,snarhentur,snildarligur,snøggur,stillhentur,títthentur,vaðhentur,vaðhildin,vælgjørdurikki fingrafløktur;kvikur, vinnuligur í hondunum;stillur á hondini, hondunum;væl hentur, skeftur;□hann er dugnaligur til hendurnar, dugir væl;hann er fittur, hagur, líkligur, vinnuligur í hondunum, til e-t;hann greiðir væl úr hondum, hevur ikki fløktar fingrar;hann hevur góðar hendur, gott handalag, handarbragð, handarbrá, hegni;tað liggur væl fyri hjá homum↔fullkønur,lærdur,meistaraliga,nærlagdur,raskur,snotiligur,valaverk,vandaligaAndheiti:busutur
vælvorðin	sívakur
væmast	sísmæðast
væming	síillgruni,vaml
væmingur	sísindur
vænleiki	síyndi
vænta	síímynda sær
væntan	sívón
væntandi	síkanska,sannur
væntin	sívóngóður
vænur	sívakur
væri	sílíkindi(r)
væta	síkelda,regn,vatn,vatna
væti	síkelda,regn,vatn
vætti	sírakdirðil,vánamaður
vættra	síævintýrhugtak
vættrabarn	síævintýrhugtak
vættradrongur	síævintýrhugtak
vættragenta	síævintýrhugtak
vættrakona	síævintýrhugtak
vættrakongur	síævintýrhugtak
vættraljós	sítorusláttur,ævintýrhugtak
vættramamma	síævintýrhugtak
vættrapápi	síævintýrhugtak
vættrasteinur	síævintýrhugtak
vættur	síævintýrhugtak
vætukendur	sívátur
vætukrem	síkrem
vætusamur	sívátur
vætuskin	sígóðveður,ljósglæma
vætuskøltur	sífuglur
vætutungur	sívátur
vøddagrovur	síhovin
vøddakrampi	síkrampi
vøddamikil	síhovin
vøddamýking	síviðgerð
vøddapína	sípína
vøgga	síseingjarstaður
vøggubarn	síbarn
vøggudeyði	sídeyði
vøgguljóð	sísangur
vøggustova	síbústaður
vøggustovubarn	síbarn
vøgguvísa	sísangur
vøka	síandvekur,kirkjugangur
vøkhús	sívaktarhald
vøkkult	síivasamt,torførur
vøkkurt	síivasamt,torførur
vøkkut	síivasamt,torførur
vøkstriligur	síhøgur,prúður,vakur
vøkstur	síbati,grøði,knykil,spíringarføri,urt,útsjóndSamheiti:bráðvøkstur,breiðkan,dýping,hækkan,hækking,leinging,menning,rúmkan,tenjing,viðøking,víðkan,øking(ferðøking)dik(ískoyti)viðøking(uppskriving)lønarhækkan,tilflutningur,tilførsla,virðishækkan(upptúsning)lop(fólkavøkstur)vaksandi fólkatal↔afturat,ískoyti,leggja afturat,mennandi,skoyta,skoytiAndheiti:minking
vøksturligur	síhøgur,prúður,vakur
vøkudreymur	síveruleikaflótti
vøkufiskur	sífiskur,gjald
vøkukona	sívaktari
vøkult	síivasamt,torførur
vøkumaður	sívaktari
vøkunátt	síandvekur
vøkutíð	síandvekur
vøllbakki	sígrasvaksin blettur
vøllgarður	sígarður
vøllgrógvin	síloðin
vøllrók	sígrasvaksin blettur
vøllur	síjarðarstykki,stað
vølur	síkallskøp,knykil
vølva	síævintýrhugtak
vøra	Samheiti:baksturvøra,bonn,brúksvøra,búnaðarvøra,dygdarvøra,feldvøra,fiskavøra,framleiðsluvøra,frystivøra,góðs,handilsvøra,húshaldsvøra,jarnvøra,keypagrind,kjøtvøra,klædnavøra,krambúðarvøra,kramm,leðurvøra,leirvøra,liðugvøra,loynivørur,marglætisvøra,matvøra,metravøra,neyðsynjarvøra,nýtsluvøra,smuglvøra,søluskapur,søluvøra,útboð,útflutningsvøra,vara,varningur,vørugoymslafyrsta floks vøra;smuglaðar vørur;tollfrí vøra↔handilsskapur,keypa,selja
vørða	sífjall,para,tyssi
vørðsla	síbátadráttur,jarðarstykki
vørðslugarður	sígarður
vørðuband	síband
vørður	sívaktari
vørðuskítur	sívánamaður
vørild	símold,verøld
vørla	síkroysta
vørmutur	sílitaður
vørn	sívernd
vørp	sígrót
vørpa	síblak,grót
vørr	síbátadráttur
vørra	sírógva
vørrur	síkjalarvørrur,róður
vørta	síboppa,knykil
vørtutari	sítari
vørubúð	sísølubúð
vørubýti	síbýti
vørudýrkan	sípríshækkan
vørufarmur	sífarmur
vøruflutningur	síflutningur
vørugjald	sígjald
vørugoymsla	sígoymsla,vøra
vøruhús	sísølubúð
vørukeyp	síhandilsskapur
vørulisti	síyvirlit
vørulýsing	síboðan
vørumenning	síbati
vørumerki	síeyðkenni,navn
vørunýtsla	sínýtsla
vøruprísur	síprísur
vørur	síkjalarvørrur,róður
vørurokning	síkrav
vørusending	sífarmur,pakkapostur
vøruskrá	síyvirlit
vørusýning	síframsýning
vøruteljing	síuppreksan
vørutilboð	sítilboð
vørutrot	sítørvur
vøs	sílevind,møsn,møsnari
vøsa	síbeistast,møsna,roykur
vøsan	sílevind
vøsutur	símøsnutur,ófriðarligur
vøttur	sívánamaður
